Index,comments,cleanliness,location,luxury,family_friendly
1385,Super séjour ! Salle de bain petite à prendre en considération mais sinon logement au top !,,,,
1386,We enjoyed our stay here—it had all that we needed to spend a few days in Amsterdam! The location was convenient and close to everything we wanted to see in the city. Alexander was easy to communicate with as well.,,,,
1387,"La chambre privée était conforme à ce qui est noté dans l’annonce. Super emplacement à deux pas de la place Rembrandt et très propre. Il y a un café juste en bas de la porte d’entrée dans lequel nous avons pris tous nos petits déjeuners et cafés ils sont très bien! Alexander a été un hôte très réactif, disponible et de bons conseils! Je recommande cet endroit qui est parfait pour passer quelques jours à Amsterdam car nous pouvons tout faire à pied (et le tram est juste en face de l’appartement).",,,,
1388,Very good location!,,,,
1389,"Excellent host, great location to all the important spots, would recommend.",,,,
1390,"It’s a clean cosy place with all basic needs. Location is perfect, not far from the central train station. There is an AH supermarket just 3 min away. Definitely would stay there again.",,,,
1391,"Would 100% recommend! Alexander was so kind and helpful, let us check in early, provided a 24 hour number to contact him if we had any trouble and provided us with everything we needed. He even recommended the best way to travel to the apartment so we’d save money. It’s in a great location close the everything and we really felt at home. A fantastic host and would stay again",,,,
1392,"The location is beyond amazing, you are near the center of the city and  affordable restaurants are close. The space is comfortable and it has a really nice style.",,,,
1393,"O quarto é muito bom, espaçoso , bem localizado, limpo. Fizemos muitos programas a pé.  O banheiro é pequenininho mas não atrapalhou em nada. Em baixo do prédio tem um coffe que serve cafe da manha que eh bem gostoso. Alexander era muito rápido nas respostas, nos permitiu fazer late check in por um valor a mais e tb nos deixou deixar as malas la por 1 hora a mais do check in sem cobrar nada. Para chegar no quarto tem umas escadas e quem tiver mala pesada se prepare seria único incomodo, mas que não atrapalhou, pois Alexander prontamente nos ajudou.",,,,
1394,"We had a short 1 night stay at Alexander's, the location was great for us. He was there to greet us upon arrival which was easy as he responded to messages fast. The place is clean, small shower but a really good pressure and temperature, and yes a high toilet but thoughtful to have a stool for easy access and to view the mirror. The room was warm at night because we had to close the windows (to block the sound outside) but there's a fan for ventilation. Overall a nice place with a convenient location. Recommended if you need a short stay in Amsterdam!",,,,
1395,We spent a great weekend on Els' wonderful boat. Els is very welcoming and the area is really peaceful and beatiful.,,,,
1396,A place where you need to go if you wanna feel like you're somewhere else in Amsterdam :D <br/>Everything was brilliant!,,,,
1397,"Als je Amsterdam in zijn volledigheid wil ervaren, dan is een overnachting op het water echt een topper. Hartstikke gezellig en een ideale plek om herinneringen te maken!",,,,
1398,"Great location, right in the heart of the city. Amazing soundproof windows and great communication with Alexander! Thank you!",,,,
1399,"Fourth time in Amsterdam and by far the best location and value for money accommodation we have stayed in. So close to absolutely everything but still quiet enough that you get a good nights sleep. Check in and out was really easy. The place is perfect if you just want a ‘stop and go’, we never need a kitchen because of all the amazing places to eat nearby. WiFi was super quick and the room was lovely and clean. Thanks again, will be back!",,,,
1400,"The apartment is in a safe location. Extremely close to all of the attractions around Amsterdam. If you’re a walker there’s not need for public transportation! We walked the entire city and it was fine. The house is under minor renovation in the hallways. The room is perfect for 2-4 days. There is a refrigerator, desk, and bed. The room is bigger than I expected and the bathroom is clean. Just a stand up shower, toilet, and sink. Check in easy, make sure to just press the doorbell.",,,,
1401,Great location and lovely studio room. Thank you!,,,,
1402,Alexander's place was in an absolutely fantastic location in Amsterdam! All big sights and main walking tours were within walking distance and it was close to central station.  It was located in a nice area and all facilities were as described. We were in Amsterdam during 37 degree Celsius heat so it did get a bit hot (no airconditioning). However this temperature was very out of the ordinary and we were provided with a fan for air circulation.,,,,
1403,We had a great stay at Alexander's place. It was very clean and in a perfect location. Literally 12 minute walk to all the main attractions. Couldn't fault anything and we will definitely be back.,,,,
1404,"My partner and I had a SUPER stay at Alexander’s studio flat. It has all you need, is spotlessly clean and is a great location, being on Tram route 24 direct to the Central Train Station and being close to the Rijksmuseum and Van Gogh Museum. There is a bagel shop underneath the flat, so breakfast/brunch is easy!<br/><br/>Enjoy!<br/>We did.<br/>Chris and Helen",,,,
1405,Nice and cozy appartment. The only negative thing was that the walls are very thin. Next to the appatment was a construction site and it felt like they were working in our room. However the adresse of the flat is very good and every major sight was in walking distance.,,,,
